Date;Close;High;Low;Open;Volume
2015-01-02;107.45349884033203;109.79389986168555;106.6733526360913;108.80846719319689;614377
2015-01-05;104.33294677734375;108.27468979899578;104.08658548903006;106.79653459956931;1053659
2015-01-06;103.1422348022461;104.74357104791096;103.06011644059826;104.37402902265165;896487
2015-01-07;103.22431945800781;103.59386136260042;101.41769103075733;103.30644405806885;1349578
2015-01-08;106.46805572509766;106.7965416413269;103.75811270110289;104.70248934827019;1155174
2015-01-09;104.86673736572266;107.24821352634865;104.3740209686268;106.22171842188688;976809
2015-01-12;108.35682678222656;108.72636253441256;105.31840360914602;105.52370264152252;1374599
2015-01-13;109.17801666259766;109.62967701406552;107.2071510767751;107.49456218737625;1018643
2015-01-14;108.97269439697266;110.1634259565142;107.49453925768258;107.98726181426431;1461113
2015-01-15;110.90252685546875;111.18993794898483;106.18064966177072;109.87603181336048;2274019
2015-01-16;110.20452117919922;110.90254292113313;109.01378926395216;110.20452117919922;1363101
2015-01-19;110.20452117919922;110.94360523485727;109.17802598838988;110.4919448448094;911823
2015-01-20;112.09326934814453;112.09326934814453;109.58861869910899;110.20451578343946;1083427
2015-01-21;112.83234405517578;113.2018923406803;111.64161216426844;112.50387061301466;1393974
2015-01-22;113.2018814086914;113.89989053849118;111.72372600079568;112.54492205735359;1347411
2015-01-23;116.48666381835938;117.67739557570788;113.44822843211239;114.1462500814842;1737416
2015-01-26;118.78598022460938;118.8681048256173;115.87074484565068;116.11709358776477;1142528
2015-01-27;119.15555572509766;119.64826585277582;117.63633797122684;118.90919439602973;1240314
2015-01-28;119.23766326904297;119.89462261136104;118.33435513750568;119.85356030300544;1152668
2015-01-29;118.82706451416016;119.27872484237417;117.22573474181695;118.45752880215129;1409192
2015-01-30;117.84161376953125;119.89460355645689;117.184654531624;119.2787066203792;1181039
2015-02-02;117.67740631103516;119.89463332534368;117.1025715340601;118.62177683531856;1148343
2015-02-03;118.662841796875;119.0734398653763;116.44561473305973;117.67740893856362;1190779
2015-02-04;128.31187438964844;128.4761110827759;124.41119340820313;124.57543010133058;3129281
2015-02-05;126.0535659790039;127.6548954185746;125.43766907682635;127.03899851639706;1813581
2015-02-06;125.47877502441406;126.46420790459183;125.2324136717549;125.6019494355142;1021962
2015-02-09;123.67213439941406;125.06816522637891;123.01517503070775;124.4112058576726;1202242
2015-02-10;128.22975158691406;128.22975158691406;124.32907055043817;124.53436955235796;1439082
2015-02-11;128.55824279785156;129.42050114748403;127.28538642748526;127.6959844482191;906617
2015-02-12;130.6933135986328;131.35027278011574;128.68138628633537;128.92774754569822;1474893
2015-02-13;130.15960693359375;131.3914013209779;129.7900711234706;130.85762876529563;862611
2015-02-16;128.88671875;129.8721515131491;128.35294632467765;129.7079148077005;702173
2015-02-17;129.42050170898438;129.54367610355607;127.12115027680763;128.84565445309727;676920
2015-02-18;130.36485290527344;130.44697750983687;129.17412132183603;129.8310805669773;576207
2015-02-19;132.04832458496094;132.0893868926938;129.29731286280168;129.87214757969042;687559
2015-02-20;132.2125701904297;132.2125701904297;130.4059413026148;131.7609098358615;1010041
2015-02-23;132.41787719726562;133.40331005636284;131.63774337258278;133.11589892645793;654545
2015-02-24;132.37680053710938;132.95163526507648;131.26819338969938;132.91058548700954;612916
2015-02-25;132.70529174804688;132.8284661480567;131.67879664643903;131.88409566676057;575695
2015-02-26;132.99269104003906;133.28011465513094;132.17149503172706;132.95162873353212;748534
2015-02-27;134.59400939941406;134.59400939941406;132.41784517309276;132.5410195517692;855078
2015-03-02;135.29205322265625;135.37417784225823;134.0191968015716;134.59403154741244;845868
2015-03-03;133.3622283935547;136.5649003840109;133.15692938892764;135.49734305385883;760748
2015-03-04;135.5794677734375;135.5794677734375;133.44435311147123;134.1013124328806;903311
2015-03-05;137.71458435058594;137.96094568826376;135.62053177601175;135.82583080233357;795135
2015-03-06;138.70001220703125;138.86426144657705;137.38610600386866;137.42716831375512;800225
2015-03-09;137.7967071533203;138.4126042241512;136.89338643725185;138.00200617693062;837924
2015-03-10;136.52383422851562;138.3304629122152;136.31853522967575;137.22185583675378;803530
2015-03-11;140.83514404296875;140.9583184570617;135.99009162160422;136.56492643813675;1051783
2015-03-12;140.09605407714844;140.62982650864785;139.39803240784218;140.26029078449767;595838
2015-03-13;140.6298370361328;140.67089934865842;139.31591821806438;140.26030128431935;529314
2015-03-16;143.46295166015625;144.03778640601877;140.87618903854607;141.4510237844086;895031
2015-03-17;141.82054138183594;143.462933320318;140.79404642028464;143.29869663256102;849361
2015-03-18;140.21923828125;141.40997015587755;138.86426968778733;141.40997015587755;958047
2015-03-19;138.2073211669922;140.38348605648034;138.2073211669922;139.60335218272758;1054885
2015-03-20;138.98739624023438;139.52116852528258;136.6469830786603;138.20726269652772;1540391
2015-03-23;135.08676147460938;136.03113199857071;131.51455334744398;135.49735953380272;1144696
2015-03-24;136.6881103515625;137.3861321611572;135.12784252247562;135.57950295630397;924880
2015-03-25;134.34764099121094;137.09863946639678;133.8138561906259;136.60592949330342;921623
2015-03-26;133.32119750976562;133.97814439330182;130.93972120034178;133.85496998525343;1465220
2015-03-27;133.23907470703125;134.51193123960005;132.4589408743145;133.8549718166169;1021788
2015-03-30;135.08676147460938;136.56491699379708;133.7317928914547;134.47086438581937;846369
2015-03-31;134.79934692382812;135.70266772723699;133.64967729263432;135.33313195510036;931123
2015-04-01;134.101318359375;135.66158585252725;132.54103833576536;133.73178264051867;1079141
